CONSECUTIVO,LETRA,CATALOG_KEY,NOMBRE,CODIGOX,LSEX,LINF,LSUP,TRIVIAL,ERRADICADO,N_INTER,NIN,NINMTOBS,COD_SIT_LESION,NO_CBD,CBD,NO_APH,AF_PRIN,DIA_SIS,CLAVE_PROGRAMA_SIS,COD_COMPLEMEN_MORBI,DEF_FETAL_CM,DEF_FETAL_CBD,CLAVE_CAPITULO,CAPITULO,LISTA1,GRUPO1,LISTA5,RUBRICA_TYPE,YEAR_MODIFI,YEAR_APLICACION,VALID,PRINMORTA,PRINMORBI,LM_MORBI,LM_MORTA,LGBD165,LOMSBECK,LGBD190,NOTDIARIA,NOTSEMANAL,SISTEMA_ESPECIAL,BIRMM,CVE_CAUSA_TYPE,CAUSA_TYPE,EPI_MORTA,EDAS_E_IRAS_EN_M5,CSVE_MATERNAS_SEED_EPID,EPI_MORTA_M5,EPI_MORBI,DEF_MATERNAS,ES_CAUSES,NUM_CAUSES,ES_SUIVE_MORTA,ES_SUIVE_MORB,EPI_CLAVE,EPI_CLAVE_DESC,ES_SUIVE_NOTIN,ES_SUIVE_EST_EPI,ES_SUIVE_EST_BROTE,SINAC,PRIN_SINAC,PRIN_SINAC_GRUPO,DESCRIPCION_SINAC_GRUPO,PRIN_SINAC_SUBGRUPO,DESCRIPCION_SINAC_SUBGRUPO,DAGA,ASTERISCO
1165,C,C474,"TUMOR MALIGNO DE LOS NERVIOS PERIFÉRICOS DEL ABDOMEN",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",046,026,072,NO,NO,NO,SI,049N,049N,11E,11E,78,88,78,NO,NO,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1166,C,C475,"TUMOR MALIGNO DE LOS NERVIOS PERIFÉRICOS DE LA PELVIS",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",046,026,072,NO,NO,NO,SI,049N,049N,11E,11E,78,88,78,NO,NO,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1167,C,C476,"TUMOR MALIGNO DE LOS NERVIOS PERIFÉRICOS DEL TRONCO, SIN OTRA ESPECIFICACIÓN",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",046,026,072,NO,NO,NO,SI,049N,049N,11E,11E,78,88,78,NO,NO,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1168,C,C478,"LESIÓN DE SITIOS CONTIGUOS DE LOS NERVIOS PERIFÉRICOS Y DEL SISTEMA NERVIOSO AUTÓNOMO",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",046,026,072,NO,NO,NO,SI,049N,049N,11E,11E,78,88,78,NO,NO,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1169,C,C479,"TUMOR MALIGNO DE LOS NERVIOS PERIFÉRICOS Y DEL SISTEMA NERVIOSO AUTÓNOMO, PARTE NO ESPECIFICADA",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",046,026,072,NO,NO,NO,SI,049N,049N,11E,11E,78,88,78,NO,NO,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1170,C,C48,"TUMOR MALIGNO DEL PERITONEO Y DEL RETROPERITONEO",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,NO,NO,NA,NO,NO,NO,02,"II    TUMORES (NEOPLASIAS)",046,026,072,NO,NO,NO,SI,049N,049N,NO,NO,NO,88,NO,NO,NO,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,000,NO,NO,NO,NO,NO,NO
1171,C,C480,"TUMOR MALIGNO DEL RETROPERITONEO",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",046,026,072,NO,NO,NO,SI,049N,049N,11E,11E,78,88,78,NO,NO,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1172,C,C481,"TUMOR MALIGNO DE PARTE ESPECIFICADA DEL PERITONEO",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",046,026,072,NO,NO,NO,SI,049N,049N,11E,11E,78,88,78,NO,NO,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1173,C,C482,"TUMOR MALIGNO DEL PERITONEO, SIN OTRA ESPECIFICACIÓN",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",046,026,072,NO,NO,NO,SI,049N,049N,11E,11E,78,88,78,NO,NO,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1174,C,C488,"LESIÓN DE SITIOS CONTIGUOS DEL PERITONEO Y DEL RETROPERITONEO",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",046,026,072,NO,NO,NO,SI,049N,049N,11E,11E,78,88,78,NO,NO,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1175,C,C49,"TUMOR MALIGNO DE OTROS TEJIDOS CONJUNTIVOS Y DE TEJIDOS BLANDOS",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,NO,NO,NA,NO,NO,NO,02,"II    TUMORES (NEOPLASIAS)",046,026,072,NO,NO,NO,SI,049N,049N,NO,NO,NO,88,NO,NO,NO,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,000,NO,NO,NO,NO,NO,NO
1176,C,C490,"TUMOR MALIGNO DEL TEJIDO CONJUNTIVO Y TEJIDO BLANDO DE LA CABEZA, CARA Y CUELLO",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",046,026,072,NO,NO,NO,SI,049N,049N,11E,11E,78,88,78,NO,NO,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1177,C,C491,"TUMOR MALIGNO DEL TEJIDO CONJUNTIVO Y TEJIDO BLANDO DEL MIEMBRO SUPERIOR, INCLUIDO EL HOMBRO",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",046,026,072,NO,NO,NO,SI,049N,049N,11E,11E,78,88,78,NO,NO,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1178,C,C492,"TUMOR MALIGNO DEL TEJIDO CONJUNTIVO Y TEJIDO BLANDO DEL MIEMBRO INFERIOR, INCLUIDA LA CADERA",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",046,026,072,NO,NO,NO,SI,049N,049N,11E,11E,78,88,78,NO,NO,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1179,C,C493,"TUMOR MALIGNO DEL TEJIDO CONJUNTIVO Y TEJIDO BLANDO DEL TÓRAX",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",046,026,072,NO,NO,NO,SI,049N,049N,11E,11E,78,88,78,NO,NO,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1180,C,C494,"TUMOR MALIGNO DEL TEJIDO CONJUNTIVO Y TEJIDO BLANDO DEL ABDOMEN",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",046,026,072,NO,NO,NO,SI,049N,049N,11E,11E,78,88,78,NO,NO,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1181,C,C495,"TUMOR MALIGNO DEL TEJIDO CONJUNTIVO Y TEJIDO BLANDO DE LA PELVIS",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",046,026,072,NO,NO,NO,SI,049N,049N,11E,11E,78,88,78,NO,NO,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1182,C,C496,"TUMOR MALIGNO DEL TEJIDO CONJUNTIVO Y TEJIDO BLANDO DEL TRONCO, SIN OTRA ESPECIFICACIÓN",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",046,026,072,NO,NO,NO,SI,049N,049N,11E,11E,78,88,78,NO,NO,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1183,C,C498,"LESIÓN DE SITIOS CONTIGUOS DEL TEJIDO CONJUNTIVO Y DEL TEJIDO BLANDO",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",046,026,072,NO,NO,NO,SI,049N,049N,11E,11E,78,88,78,NO,NO,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1184,C,C499,"TUMOR MALIGNO DEL TEJIDO CONJUNTIVO Y TEJIDO BLANDO, DE SITIO NO ESPECIFICADO",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",046,026,072,NO,NO,NO,SI,049N,049N,11E,11E,78,88,78,NO,NO,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1185,C,C50,"TUMOR MALIGNO DE LA MAMA",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,NO,NO,NA,NO,NO,NO,02,"II    TUMORES (NEOPLASIAS)",036,026,073,NO,NO,NO,SI,049M,049M,NO,NO,NO,17,NO,NO,SI,SI,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,SI,0,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,000,NO,NO,NO,NO,NO,NO
1186,C,C500,"TUMOR MALIGNO DEL PEZÓN Y ARÉOLA MAMARIA",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",036,026,073,NO,NO,NO,SI,049M,049M,11D,11D,70,17,70,NO,SI,SI,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,SI,0,NO,NO,NO,SI,119,"TUMOR MALIGNO DE LA MAMA",NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1187,C,C501,"TUMOR MALIGNO DE LA PORCIÓN CENTRAL DE LA MAMA",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",036,026,073,NO,NO,NO,SI,049M,049M,11D,11D,70,17,70,NO,SI,SI,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,SI,0,NO,NO,NO,SI,119,"TUMOR MALIGNO DE LA MAMA",NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1188,C,C502,"TUMOR MALIGNO DEL CUADRANTE SUPERIOR INTERNO DE LA MAMA",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",036,026,073,NO,NO,NO,SI,049M,049M,11D,11D,70,17,70,NO,SI,SI,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,SI,0,NO,NO,NO,SI,119,"TUMOR MALIGNO DE LA MAMA",NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1189,C,C503,"TUMOR MALIGNO DEL CUADRANTE INFERIOR INTERNO DE LA MAMA",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",036,026,073,NO,NO,NO,SI,049M,049M,11D,11D,70,17,70,NO,SI,SI,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,SI,0,NO,NO,NO,SI,119,"TUMOR MALIGNO DE LA MAMA",NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1190,C,C504,"TUMOR MALIGNO DEL CUADRANTE SUPERIOR EXTERNO DE LA MAMA",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",036,026,073,NO,NO,NO,SI,049M,049M,11D,11D,70,17,70,NO,SI,SI,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,SI,0,NO,NO,NO,SI,119,"TUMOR MALIGNO DE LA MAMA",NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1191,C,C505,"TUMOR MALIGNO DEL CUADRANTE INFERIOR EXTERNO DE LA MAMA",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",036,026,073,NO,NO,NO,SI,049M,049M,11D,11D,70,17,70,NO,SI,SI,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,SI,0,NO,NO,NO,SI,119,"TUMOR MALIGNO DE LA MAMA",NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1192,C,C506,"TUMOR MALIGNO DE LA PROLONGACIÓN AXILAR DE LA MAMA",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",036,026,073,NO,NO,NO,SI,049M,049M,11D,11D,70,17,70,NO,SI,SI,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,SI,0,NO,NO,NO,SI,119,"TUMOR MALIGNO DE LA MAMA",NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1193,C,C508,"LESIÓN DE SITIOS CONTIGUOS DE LA MAMA",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",036,026,073,NO,NO,NO,SI,049M,049M,11D,11D,70,17,70,NO,SI,SI,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,SI,0,NO,NO,NO,SI,119,"TUMOR MALIGNO DE LA MAMA",NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1194,C,C509,"TUMOR MALIGNO DE LA MAMA, PARTE NO ESPECIFICADA",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",036,026,073,NO,NO,NO,SI,049M,049M,11D,11D,70,17,70,NO,SI,SI,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,SI,0,NO,NO,NO,SI,119,"TUMOR MALIGNO DE LA MAMA",NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1195,C,C51,"TUMOR MALIGNO DE LA VULVA",NO,2,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,NO,NO,NA,NO,NO,NO,02,"II    TUMORES (NEOPLASIAS)",046,026,076,NO,NO,NO,SI,049W,049W,NO,NO,NO,88,NO,NO,NO,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,000,NO,NO,NO,NO,NO,NO
1196,C,C510,"TUMOR MALIGNO DEL LABIO MAYOR",NO,2,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",046,026,076,NO,NO,NO,SI,049W,049W,12K,12K,78,88,78,NO,NO,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1197,C,C511,"TUMOR MALIGNO DEL LABIO MENOR",NO,2,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",046,026,076,NO,NO,NO,SI,049W,049W,12K,12K,78,88,78,NO,NO,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1198,C,C512,"TUMOR MALIGNO DEL CLÍTORIS",NO,2,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",046,026,076,NO,NO,NO,SI,049W,049W,12K,12K,78,88,78,NO,NO,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1199,C,C518,"LESIÓN DE SITIOS CONTIGUOS DE LA VULVA",NO,2,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",046,026,076,NO,NO,NO,SI,049W,049W,12K,12K,78,88,78,NO,NO,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1200,C,C519,"TUMOR MALIGNO DE LA VULVA, PARTE NO ESPECIFICADA",NO,2,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",046,026,076,NO,NO,NO,SI,049W,049W,12K,12K,78,88,78,NO,NO,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1201,C,C52X,"TUMOR MALIGNO DE LA VAGINA",SI,2,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",046,026,076,NO,NO,NO,SI,049W,049W,12K,12K,78,88,78,NO,NO,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1202,C,C53,"TUMOR MALIGNO DEL CUELLO DEL ÚTERO",NO,2,010A,120A,NO,NO,NO,NO,NO,NO,NO,SI,SI,NO,NO,NA,NO,NO,NO,02,"II    TUMORES (NEOPLASIAS)",037,026,074,NO,NO,NO,SI,049O,049O,NO,NO,NO,18,NO,NO,SI,SI,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,SI,0,NO,NO,NO,SI,NO,NO,NO,SI,NO,NO,000,NO,NO,NO,NO,NO,NO
1203,C,C530,"TUMOR MALIGNO DEL ENDOCÉRVIX",NO,2,010A,120A,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,NO,NO,02,"II    TUMORES (NEOPLASIAS)",037,026,074,NO,NO,NO,SI,049O,049O,12A,12A,71,18,71,NO,SI,SI,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,SI,0,NO,NO,NO,SI,97,"TUMOR MALIGNO DEL CUELLO DEL UTERO",NO,SI,NO,NO,999,NO,NO,NO,NO,NO,NO
1204,C,C531,"TUMOR MALIGNO DEL EXOCÉRVIX",NO,2,010A,120A,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,NO,NO,02,"II    TUMORES (NEOPLASIAS)",037,026,074,NO,NO,NO,SI,049O,049O,12A,12A,71,18,71,NO,SI,SI,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,SI,0,NO,NO,NO,SI,97,"TUMOR MALIGNO DEL CUELLO DEL UTERO",NO,SI,NO,NO,999,NO,NO,NO,NO,NO,NO
1205,C,C538,"LESIÓN DE SITIOS CONTIGUOS DEL CUELLO DEL ÚTERO",NO,2,010A,120A,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,NO,NO,02,"II    TUMORES (NEOPLASIAS)",037,026,074,NO,NO,NO,SI,049O,049O,12A,12A,71,18,71,NO,SI,SI,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,SI,0,NO,NO,NO,SI,97,"TUMOR MALIGNO DEL CUELLO DEL UTERO",NO,SI,NO,NO,999,NO,NO,NO,NO,NO,NO
1206,C,C539,"TUMOR MALIGNO DEL CUELLO DEL ÚTERO, SIN OTRA ESPECIFICACIÓN",NO,2,010A,120A,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,NO,NO,02,"II    TUMORES (NEOPLASIAS)",037,026,074,NO,NO,NO,SI,049O,049O,12A,12A,71,18,71,NO,SI,SI,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,SI,0,NO,NO,NO,SI,97,"TUMOR MALIGNO DEL CUELLO DEL UTERO",NO,SI,NO,NO,999,NO,NO,NO,NO,NO,NO
1207,C,C54,"TUMOR MALIGNO DEL CUERPO DEL ÚTERO",NO,2,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,NO,NO,NA,NO,NO,NO,02,"II    TUMORES (NEOPLASIAS)",038,026,075,NO,NO,NO,SI,049Q,049Q,NO,NO,NO,18,NO,NO,NO,NO,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,000,NO,NO,NO,NO,NO,NO
1208,C,C540,"TUMOR MALIGNO DEL ISTMO UTERINO",NO,2,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",038,026,075,NO,NO,NO,SI,049Q,049Q,12C,12C,72,18,72,NO,SI,SI,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1209,C,C541,"TUMOR MALIGNO DEL ENDOMETRIO",NO,2,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",038,026,075,NO,NO,NO,SI,049Q,049Q,12C,12C,72,18,72,NO,SI,SI,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1210,C,C542,"TUMOR MALIGNO DEL MIOMETRIO",NO,2,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",038,026,075,NO,NO,NO,SI,049Q,049Q,12C,12C,72,18,72,NO,SI,SI,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1211,C,C543,"TUMOR MALIGNO DEL FONDO DEL ÚTERO",NO,2,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",038,026,075,NO,NO,NO,SI,049Q,049Q,12C,12C,72,18,72,NO,SI,SI,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
1212,C,C548,"LESIÓN DE SITIOS CONTIGUOS DEL CUERPO DEL ÚTERO",NO,2,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,2,NO,SI,SI,02,"II    TUMORES (NEOPLASIAS)",038,026,075,NO,NO,NO,SI,049Q,049Q,12C,12C,72,18,72,NO,SI,SI,NO,5,"CAUSAS ÚTILES PARA MORTALIDAD",NO,NO,NO,NO,NO,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,999,NO,NO,NO,NO,NO,NO
